poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
88265,1773,Research America,682,University of Mary Washington CLMS,Research America,268,Repass,0.7,1.7,Live Phone/Online Opt-In Panel,4.0,Virginia,9/3/24,9/9/24,,"",,,,,210743,1000,a,,a,,9/25/24 14:16,"",https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/UMW-Survey-Topline-Two-1.pdf,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/Survey-Results-2024_16-page.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,DEM,Spanberger,31079,Abigail A. Spanberger,39.0
88265,1773,Research America,682,University of Mary Washington CLMS,Research America,268,Repass,0.7,1.7,Live Phone/Online Opt-In Panel,4.0,Virginia,9/3/24,9/9/24,,"",,,,,210743,1000,a,,a,,9/25/24 14:16,"",https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/UMW-Survey-Topline-Two-1.pdf,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/Survey-Results-2024_16-page.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,REP,Sears,31081,Winsome Sears,39.0
88265,1773,Research America,682,University of Mary Washington CLMS,Research America,268,Repass,0.7,1.7,Live Phone/Online Opt-In Panel,4.0,Virginia,9/3/24,9/9/24,,"",,,,,210744,1000,a,,a,,9/25/24 14:18,"",https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/UMW-Survey-Topline-Two-1.pdf,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/Survey-Results-2024_16-page.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,DEM,Spanberger,31079,Abigail A. Spanberger,40.0
88265,1773,Research America,682,University of Mary Washington CLMS,Research America,268,Repass,0.7,1.7,Live Phone/Online Opt-In Panel,4.0,Virginia,9/3/24,9/9/24,,"",,,,,210744,1000,a,,a,,9/25/24 14:18,"",https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/UMW-Survey-Topline-Two-1.pdf,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/Survey-Results-2024_16-page.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,REP,Miyares,31080,Jason S. Miyares,39.0
84207,1497,co/efficient,2029,Founders Insight,co/efficient,514,co/efficient,1.1,0.3,IVR/Text,,Virginia,9/7/23,9/10/23,,"",,,,,181954,834,lv,,lv,,9/21/23 09:44,"",https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,,https://mcusercontent.com/daa8fd5ba291e7dc63b2ff4e5/files/3f01c060-33ed-cc42-82ac-8c875266d391/Founders_Insight_ABEV_Full_Report_.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,DEM,Spanberger,31079,Abigail A. Spanberger,26.0
84207,1497,co/efficient,2029,Founders Insight,co/efficient,514,co/efficient,1.1,0.3,IVR/Text,,Virginia,9/7/23,9/10/23,,"",,,,,181954,834,lv,,lv,,9/21/23 09:44,"",https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,,https://mcusercontent.com/daa8fd5ba291e7dc63b2ff4e5/files/3f01c060-33ed-cc42-82ac-8c875266d391/Founders_Insight_ABEV_Full_Report_.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,REP,Miyares,31080,Jason S. Miyares,22.0
84207,1497,co/efficient,2029,Founders Insight,co/efficient,514,co/efficient,1.1,0.3,IVR/Text,,Virginia,9/7/23,9/10/23,,"",,,,,181955,834,lv,,lv,,9/21/23 09:44,"",https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,,https://mcusercontent.com/daa8fd5ba291e7dc63b2ff4e5/files/3f01c060-33ed-cc42-82ac-8c875266d391/Founders_Insight_ABEV_Full_Report_.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,DEM,Spanberger,31079,Abigail A. Spanberger,27.0
84207,1497,co/efficient,2029,Founders Insight,co/efficient,514,co/efficient,1.1,0.3,IVR/Text,,Virginia,9/7/23,9/10/23,,"",,,,,181955,834,lv,,lv,,9/21/23 09:44,"",https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,https://foundersinsight.com/more-virginians-will-likely-vote-early-than-on-election-day/,,https://mcusercontent.com/daa8fd5ba291e7dc63b2ff4e5/files/3f01c060-33ed-cc42-82ac-8c875266d391/Founders_Insight_ABEV_Full_Report_.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,true,REP,Sears,31081,Winsome Sears,26.0
82890,1802,VoteTXT,1990,Nevada Newsmakers,VoteTXT,772,VoteTXT,,,Text-to-Web,,Nevada,5/15/23,5/19/23,,"",,,,,173748,412,rv,,rv,,5/25/23 11:15,"",http://nevadanewsmakers.com/survey/,,http://nevadanewsmakers.com/survey/,,"",,,10010,2026,Governor,0,,11/3/26,general,false,false,,true,DEM,Ford,31013,Aaron D. Ford,29.7
82890,1802,VoteTXT,1990,Nevada Newsmakers,VoteTXT,772,VoteTXT,,,Text-to-Web,,Nevada,5/15/23,5/19/23,,"",,,,,173748,412,rv,,rv,,5/25/23 11:15,"",http://nevadanewsmakers.com/survey/,,http://nevadanewsmakers.com/survey/,,"",,,10010,2026,Governor,0,,11/3/26,general,false,false,,true,REP,Lombardo,31014,Joe Lombardo,50.68
